dim0	dim1	cluster
-9.546090963567094	-2.4890947349430377	57
-5.296428259390268	-6.805131351514211	58
2.703631759141004	-5.763208236881774	25
-2.380333954649462	-9.64824153285484	59
1.2156350742596866	-0.47058143540045383	46
3.0246293471529966	-10.6220686753641	60
-0.015741885894624552	8.717362281979222	0
5.04623731711782	-0.2809174225222968	27
9.198940507488087	3.8161251170248436	28
9.354540596307752	6.350764457999775	21
11.067893896669887	6.489256537769717	29
-1.4961017410044524	-7.506341524877995	78
-4.458958354477917	-8.39859938267558	65
9.089081020978472	2.713517182735206	28
-2.2020140148918608	4.167888487948413	1
8.376018179338008	-3.7633729226214214	48
2.9912767691759297	8.522910870222681	2
8.20805836884947	7.3465239733920145	43
-2.585777075838223	-5.27315491583682	84
2.8916160010646808	-1.0768997097251276	26
4.583650767367753	-6.610874046923591	39
5.869209980464098	-8.471391246803007	32
-4.594243927707253	-5.025326316019303	61
2.274621799682388	-1.1733678847561257	26
7.834401045173802	-1.5298686051874182	30
5.251883139120536	-0.27180732244620986	27
-2.2832562191634844	0.400977844738593	62
0.0063992950072455645	1.173977770763556	3
7.200922696864831	3.5860641264835023	34
-9.24144315981555	-2.092486325898644	57
7.574904592891671	-2.0433320639995878	30
-3.420020925346349	3.672528712885973	80
-9.013931457599334	-2.1640567088045946	57
-6.334793102692666	9.065069142089317	91
7.079950974101575	-8.216724901775128	32
-0.4594786013700133	-8.390560356098678	55
3.6535082720015204	-6.028634301635293	25
2.026464055193589	2.668056046106585	5
3.8554774153307134	-5.511071446068381	25
4.2305362296628735	-4.53908874073723	25
9.956753028996157	-2.3280592051131563	33
8.303383918794092	4.0468883266196904	31
-9.298552454121921	-2.3336200643770244	57
-6.921088004681195	-6.169544213305305	63
-4.550723007168051	-6.810043692795986	58
-1.8710951379120333	-3.393785090137679	64
4.594238159081716	0.5239478623452237	27
3.8740439398571693	-0.35281869956481826	27
-0.04143033118699069	2.5599880973271114	3
2.914361710276742	-0.7101789027008819	26
-4.126354166700237	-5.852593239836219	61
1.8865167099972024	4.289381681851493	5
3.731533939649598	10.041314213461698	16
-2.9245832986180207	-9.316145282922541	59
9.288972228740258	3.339980373455107	28
0.17988460612353974	2.8415798340793	3
-9.54404909742447	2.681277101052814	88
-2.0726495767517035	0.49481217446337866	62
3.042315973138771	-0.13025604477365105	26
-3.9632160709687296	-6.084052629004579	61
4.91284663786766	-6.867834612939786	39
1.3419202999019473	-7.99836510556605	53
-4.083364578037545	-6.272575085486243	61
2.9740168494243537	-4.421998134682117	36
4.0640991802513255	-0.5297420214113551	27
7.5516118393448	3.729852674246512	22
-7.1678624201798415	-9.562216354223198	85
1.8237805073218558	-8.348070743344646	53
4.272655306854326	-1.702841070077852	27
3.128470246850023	-9.130728331260107	60
2.0233116876541697	-1.985505206606496	45
-0.6829928497311117	6.561914674469969	18
6.267159254068606	5.192134930779275	22
-3.965583504830282	-4.793684334325452	61
-6.875243169057738	2.7181948585572586	69
1.7685967498845687	-5.262305794303593	51
-3.1471025376997352	8.020954432672662	98
-9.81995896044332	-4.02821506772809	79
6.75774945415324	-2.1692655697597787	30
3.387340658246517	2.6896746001198646	20
-7.389095868377983	7.001687453766883	82
6.065164231903621	-4.296622699775611	35
2.6478058477622226	-2.2848491618229576	26
9.187176897163026	5.8675357009871005	21
-3.9972513696230543	4.150214469741471	80
4.618083858920497	-5.399091555547077	25
-0.36046214276983735	-5.190226355612287	70
2.9306953470213806	-0.6933786839793012	26
-2.1416517673536157	3.901226685155556	1
2.15175822312212	4.0113214036606095	5
3.4207187390036737	9.264395866981662	2
-1.613863226285732	-6.163561453385398	78
5.732398470827407	-5.02001305349971	35
-0.29213501630557315	-2.8658934517965933	64
4.798534095776369	-0.01625756592092087	27
-3.290846032046886	-6.528350692998124	61
3.736820027848462	-1.615086501849321	27
-8.21586069954356	9.226631792583111	7
3.191534773009444	-3.76173767767298	36
2.433993042941105	-5.204784396029407	51
-9.390288077200779	-0.5500986586807111	57
-5.939544626341142	-0.9675673253915378	71
-4.335242357207619	-7.650611889761872	65
9.326291444352558	0.9655882525585013	37
-4.0127120063127695	-1.0646296064540774	71
2.3492643106617224	8.923226754573811	2
2.316003716897066	-9.494201945546003	60
-8.473067842627813	-7.646370011972116	77
4.482301798266342	8.894657028890775	8
6.46947492665935	9.144220694124934	8
-6.430594492087937	11.043652696136611	91
-4.134160371133206	-3.977530391518414	72
-8.744628425959613	-0.8200919224722139	57
6.531274521626641	-2.090360788362905	30
-5.527002947281334	-9.255216552731923	68
2.7186352438794974	-4.19046180865208	36
0.21257182753964776	-9.191544267475445	67
2.22456833128079	7.543760828529864	19
-8.334931853987129	-2.2371719121443094	57
-7.925762292932303	2.7824945703676507	66
0.5229460501564928	8.956016732438949	15
8.755943989933414	-8.038377378632964	44
3.4665528273820976	-4.50460963472092	36
9.990261445339288	8.112928856843036	24
-6.806204186012037	-7.7035239873025345	63
0.8385689342058517	-10.089049171068753	54
2.4587186580791838	-0.8797358846037151	26
-3.1764347291512025	-2.5964521559211757	72
3.243232830976977	-3.174987181559804	36
-0.10861302108266824	-6.601161582116445	81
3.020233224374608	-3.456441771940615	36
1.467316027690282	-1.2738073523062408	46
5.974063113244439	-4.374886565322801	35
5.787462694244423	3.862239232810718	34
-7.865328356404892	5.183274903112484	73
-4.0676684289612695	-2.139590750686143	72
-1.299048110630265	6.139963673374889	18
-3.5822476723499475	-2.1023177238135986	72
10.725427780613915	0.2526222079273259	37
4.494897993789286	8.602519891961288	8
1.5326481050343999	1.9406412545843128	17
-2.707699216368223	10.047442010746396	6
4.2097891164237415	-11.01780516454701	86
-9.094156999945724	-7.839559766078825	77
6.127371490912247	-0.6184334398132014	30
2.102887602991352	-9.639101570758616	60
8.106427155517272	-2.9253002583079026	48
4.982822110335874	7.4425420430802305	11
-9.052018861068317	2.2053813570662357	88
4.934898214646723	-6.642294222130436	39
-7.60142998936873	3.670235047712036	69
-5.293718489535283	-6.144143655026071	58
9.696938888579654	2.8695190737930125	28
-9.611811195369388	-9.158485798945946	74
1.7302615455249746	5.369102819546384	19
2.81671735157133	8.834397211167511	2
4.900009218026451	7.15215146313638	11
-3.890812212495443	2.7504490218885005	80
-2.9566151312274576	-1.8457357516810897	96
-2.9726475757123625	-6.568035178070676	78
8.584807125068343	-1.2575009309633005	47
-3.302268703995868	3.5654269528162814	80
-5.33101838541411	-7.992622659521784	58
2.329175783311196	-0.8686677747191668	26
0.2739702370638929	3.0001020950372173	3
-0.05557409149326609	-5.233776706048988	70
-8.032565059792853	5.592189315467817	73
4.537712193017944	0.3199609703171886	27
5.446756745538348	-0.028837172984334636	27
8.665548825621332	-9.441154874450932	50
-1.7530264829858617	4.8436879987926496	99
6.6132410368102175	3.0170125622754487	34
-3.1041229546902382	7.859808825746218	98
-0.5097577212748212	3.487837579428287	1
5.729060127585614	-7.628278051514195	32
5.186734727683921	-5.3989014297714775	35
-6.2953464652889215	4.467165779231937	69
-7.925021287140099	6.649812251539094	73
-9.052272414782859	5.214591061088849	73
-5.4653297731985395	10.247784832800354	9
-2.62192995830436	2.164168504112134	97
0.5784515315096123	-4.447501248047896	51
-8.279218992674899	0.046187564051439534	75
-3.9596517155238358	-3.1826933677095828	72
-8.044298314910174	-2.356270744872293	95
5.2484188766656255	0.3720587643935903	27
-0.7148377271441019	8.172069824621962	0
-5.967987363972604	-10.3542445883697	68
4.63595737721422	-6.268099284705595	25
-9.910061230514222	-9.968253397295896	74
-9.54171454849392	-1.9057584387296325	57
0.29652439522573626	-7.47578740002222	81
8.358598818399564	2.645027610051442	28
0.7126528128060216	-3.0517648164897606	45
1.280475870738868	-1.2638430515487227	46
4.010624812510252	-0.5597887767946388	27
4.907526686042598	2.7567637046189426	20
0.20730091670172102	-8.92324350718013	67
6.066441104323312	1.5739587625988993	40
6.13624709265634	3.0116727905585234	34
-2.9422480168524325	7.940712278184199	98
9.558191838065396	2.6182532297926517	28
3.9341569498986355	-0.6908908386269221	27
8.802610160425035	4.5610996293762645	31
2.5028868987960164	-4.112570807546888	36
0.01425985420908471	1.8450805330687605	3
3.906188488647963	6.846801207815661	11
8.386445806659072	2.8245861599262936	28
0.2842202307621039	5.840164381694188	10
-10.923830323269069	6.843228712755822	76
-3.217311161172011	-0.21372364175430048	96
-1.7647224488981568	1.5590713315088203	62
9.199072014671255	-3.416527065715978	33
-1.6829021594502458	4.910106851807771	99
4.156862063681412	-4.783027674172932	25
-1.3680494964571577	7.7314422263698255	18
1.1586405649215532	3.5940808730391294	5
-7.577270241862965	0.41057366611728896	75
5.126490651994887	0.18482646715389042	27
11.304464783578794	7.053968839355311	24
-1.1957354293613118	-5.409248475054184	84
-2.6271355041352367	8.20139823063486	98
5.153127144480761	-7.80000894728864	39
9.137595782437925	3.584667269095578	28
6.325333672154389	-4.782643037703048	35
-5.618586631593921	-8.100089750011639	68
1.2479155582621089	-10.23340602556762	54
-9.420356515797327	-7.226443920525832	77
3.7424528732611306	3.8833526802248994	20
-2.5636600514802512	-7.163571495218971	78
1.9947286221809497	9.325790752060488	15
-9.06735721221466	-4.438259227400258	79
-4.8455716582723944	1.797175384828942	92
-1.8481629502799148	2.429316040578497	97
6.639545890402946	-9.55761025238932	42
10.441453254277166	2.761426784473362	28
3.52079389084098	-0.8057804695645003	26
2.4133172966195806	-6.981422300869564	53
4.325404325747589	-9.297374702445424	49
8.960918887591328	0.2074564798230345	47
-5.2675023448117955	7.448715574109154	12
1.0533891245183424	-1.1889840912715455	46
3.8937133722036723	2.889893813722299	20
-8.398839789412403	8.991442470856201	90
-0.5194742534845507	8.720961125261072	14
4.931526024658823	7.402702045988011	11
1.7543356523797655	8.798451036340712	15
2.329030058379955	-5.796550455889167	51
2.3204844531736395	-0.4305116905089269	26
5.16721794278688	-8.121891334318448	39
-0.8426545827870533	-4.792460277250598	70
-8.098918922191318	7.223686566629191	82
4.015597873014015	-10.049818146382712	49
4.370062208837425	-2.235682712845392	52
3.181255501851141	0.961880725573061	41
0.3427699796530672	-6.9071389081088155	81
5.401900767994977	-1.446391397278395	27
5.9263652115186805	1.6563541205577883	40
-1.8409974771696442	-1.7486474268259091	64
0.039568249473434014	-8.775667965872232	67
9.426848062349471	-0.2349762565760687	47
-2.841802646699904	-5.551037580018107	61
-3.6633680641230266	-3.0613939567159623	72
-4.748120199749392	-0.4360098444870011	71
1.701108003706744	-0.4686931670936434	46
2.9301249848000728	-6.562531547974181	25
10.68920766830779	0.5109669765027252	37
1.3746797272533933	-0.6122957037537254	46
10.376208937690807	4.137641741573441	28
0.4919227155913739	-3.136510752802028	45
-12.258330300182813	-5.356824744535519	83
1.1111488183220368	-2.0469987522571707	45
8.757148745168955	2.2814378718129045	28
-4.6920733348842125	-5.549545441211471	61
-1.9037732099246552	-4.446072564714276	84
-5.963556904677537	-7.4188298894142495	58
-3.189625216223171	-2.6567521256692443	72
-1.2720325545741904	2.7679581592569376	1
2.72438783497424	-3.8165431172144024	36
-3.7271142196719627	8.160120061215313	6
-4.552305545369659	-6.395851085037887	58
2.2921779092228323	-4.107487258137061	36
-7.221284294270615	5.396537123924615	73
4.6769926534548265	-1.401607037314388	27
-2.6897383254729843	8.261983264494015	98
5.1963286837780895	0.93650817924537	40
-7.97512851869487	-8.74011687304944	85
-2.9347297281020355	-6.2783653634123615	78
0.5333371087386258	-8.089635275260495	55
-6.898703168405621	9.903950214860592	91
-3.0242632421131566	4.3622427719660095	13
-4.556360467685456	-7.304854626360779	58
1.648885101902219	3.8483598220709103	5
-0.32867022122959855	-8.116372551668855	55
-6.979312191028125	1.367508591632698	75
6.959444768554862	-9.212053213149956	42
-11.340852872038107	-3.4855254382324294	83
-9.777450856676118	-8.710930895136226	74
8.725647225254692	2.563093972593488	28
0.7257163743660145	1.7937659848838738	3
-0.4155545661061482	5.859010809982589	10
-9.554776995164678	-4.099548137039748	79
3.928079591966778	-5.37644901289051	25
9.587655807028945	1.9701518172247126	37
-2.013995444933729	3.8168496559211826	1
2.0953389779806533	0.5699087426415201	17
-0.19092613944218972	-8.73229937701372	55
4.698066213538892	-9.099871496315155	49
-6.474128418082561	8.93388835476384	4
-7.94541069213272	6.556690199813127	73
-7.894893428391285	4.54065050844922	66
2.395596901572241	0.5346202173529696	17
10.585135281815264	-8.49912095296033	38
-1.3034959079041308	1.546107711565994	62
-8.19532727287912	8.476120491617957	90
7.178816803479531	0.23966997015071184	40
-3.3264762602358	-4.209437957409277	61
5.293201767596293	-9.967505255677905	86
3.2840144782227108	-1.3410165602565527	26
-6.654748515653129	-3.627505233940143	87
-9.062056899544615	-2.897129620788192	57
-7.371654623878	6.37843636340052	73
-8.984992034115297	6.387969621636538	76
-6.937726175366341	-2.7536071663135493	95
1.1249747956358973	2.2229040083135843	17
-1.001099080061543	8.311750055187844	14
-4.261653965785774	3.6173107665304043	80
9.834307207803512	3.726835415321064	28
5.012986841596358	-9.721338357904967	86
-6.592088271593856	-2.822885291458101	95
-8.603284695992315	-1.0176618969862472	57
10.9663513848045	-8.910953593645502	38
-6.3838124217327685	1.8744557755960138	75
-11.31742147780294	-10.173440076202793	74
-6.185037054840017	-9.219812159660657	68
5.250265899373902	-0.21607757404649147	27
7.2299417137392705	-10.95537845586101	42
8.748663310955589	6.175613746511433	31
6.029967514068721	3.041688784598232	34
-6.916659670385244	8.635916528329483	4
4.318031713494838	-9.680698916426095	49
3.3991163148193926	-0.8835762986305911	26
7.050672959424151	2.097765875601582	40
8.251170010141829	1.7111449092126234	37
-0.34022902179230063	2.173796256145885	3
1.0559330229301926	-5.0012710828632345	51
8.887803052838496	3.9731929727488264	28
-7.899030033928749	8.780444247208848	7
7.266595170862673	-8.60425904992932	32
-2.441948409688469	-5.454747221883215	84
1.2743010992211987	1.8200763072452646	17
-4.022524610634607	4.696604197011048	13
0.9603996862448183	-8.181871025143076	81
2.5324931171164957	-1.2611945862979461	26
-7.28927770752696	3.228299560238147	69
-0.4320736390941765	-9.557225492024175	56
3.21234745254005	-0.6110049546610969	26
-6.136309217895377	1.6288441390948136	75
8.965208507553537	1.819849002256613	37
-9.456395951017134	-3.597307044163677	79
-3.7558750557676452	3.0888109822330825	80
3.8224945621990045	-1.182018555683261	27
-4.220797709681942	-9.782449783779642	65
-4.887362874252329	-4.580305966399513	61
-3.020028606350803	6.5095383468461145	13
4.506976956869875	-0.06627321977337197	27
7.711675818490281	1.9626459507387881	40
-4.187805439119183	-7.205576964018863	65
-7.203258215950724	0.9117315267031463	75
0.8948801217152443	-8.258400928468959	81
-8.868025277266911	-4.771908305590138	79
5.197097360337329	-6.886606673174801	39
4.5643086030483	9.130758327179715	8
-7.611659370956053	-4.570675596286696	79
-1.541483421169381	6.647343606876181	18
-3.33486385274096	9.393861838153958	6
-2.951451790218185	-2.613270324950576	72
-7.862089485671814	5.277009929705435	73
-1.7589637666719402	-7.571107540093204	78
-8.621582503074025	-1.3818185972926074	57
-6.658791271730439	-8.00949122457246	63
5.839356291227416	-5.767301599787943	35
2.5818120527616473	-2.6807032284495356	36
5.576561336958766	5.223048006869785	11
8.568914070941608	-1.256465765514272	47
2.4268731929495226	-1.4234011195025371	26
-4.00295181975012	-1.5022742307063117	71
1.0214438175386014	9.948430117368767	15
3.9339681294083633	-4.569531703211959	25
-4.140462079883782	1.3837759473865487	92
10.696893345179138	-7.708225098921965	38
3.8767622032754057	1.6049231370106039	41
8.815932219931442	0.7409005673544369	37
6.740488841700571	3.3811294600792516	34
0.4305581045287127	2.4192014824689423	3
-5.577950291733843	2.542586868883883	92
2.412691485499608	-4.5400454769001986	36
-8.240157365493701	6.361274324055227	73
-1.0035065214865906	-8.539134267672507	59
4.181653257415728	5.962542599285716	11
-5.11005777333933	-7.936135311957276	58
-6.205149387931206	8.527152269646027	4
5.473445974406761	4.655458741114339	22
-10.035794411249041	-8.416660717325373	74
-2.027801787701651	-6.425661874428351	78
-2.194670459900425	-5.564968976754172	84
4.347976912173774	-5.074986134029101	25
7.046864040658023	-0.8535158673209247	30
-0.6292246893634664	5.1473420646257075	10
1.3555380044509602	-8.848357823935515	53
9.101318379500661	0.5416681496135565	37
-9.24691490751614	4.590429495280095	93
2.026119000441523	-0.2961954471666224	26
5.418073914422486	0.37824797100809326	27
-0.784337914615965	-6.308823894987658	70
10.643112726031957	7.114482149503942	24
4.414466177656065	-5.372227276562453	25
-5.494608770375198	-6.538822565284159	58
7.704853906338157	-3.1450060934535795	48
-4.456706214125479	-4.628805143849626	61
-9.790256744735236	6.11689976559848	76
5.935210489629396	-3.557964781097739	52
10.281780627197307	-0.46459092673720354	47
-2.7783594636591196	-6.7571527403521	78
7.270571530276138	-11.485121824718293	42
7.748524466498573	-6.944310898509035	32
-1.7467136604740094	-5.789965388565012	84
3.794240887875172	-1.1506296202754822	27
-2.8836714564830412	-3.6325748465375414	72
4.080125517636117	-8.442008053492646	39
-0.5725266649786813	-6.815594327750082	55
-3.702527193100631	5.560120173754239	13
-4.489200898053777	-0.34866503045453023	71
4.579631015224744	-1.3188440015442269	27
0.5539552544212243	4.408501356881675	10
-10.055527573415308	6.749266497808257	76
9.970126584120983	-2.395721642441979	33
0.390365064952608	-7.871528260480411	55
-7.823924471741048	5.928665736985355	73
-4.277573495547539	6.717196255892551	12
-5.345053461436336	7.881764113861677	12
-6.451854504087834	2.6879355640515525	69
3.201137590347831	-3.6103348578417385	36
0.6620801042595666	-3.893393390552772	45
2.7531098831500427	-1.330490207629124	26
-4.995888277015972	2.8937122481376596	80
2.5902985100741787	10.163775402576555	2
2.2928850526965645	1.8834886847024166	17
-8.340714104877565	-7.062533353870442	77
-1.108531285241324	2.9646501996291468	1
-1.9899337324412811	-8.489256582774008	59
-3.680853034817784	2.5558369802437246	80
1.4786941101399296	2.494118093379619	5
-7.783601122758651	10.787356831274748	7
-0.5147357180471175	4.302068985913943	10
3.245942709760847	0.21431931956737182	41
10.015656756734275	6.758834431834364	29
2.896971604090135	2.3388213292720237	41
1.763486910522205	-1.6665025641181106	26
1.2434372836670289	-1.7274912949093042	45
9.49831550616959	4.251440667144324	28
3.7347869906114814	-1.0256284070714654	27
-2.1483500498809165	11.070167760069715	14
0.12547694446326435	-1.6855960174820503	45
0.5385559061985635	-0.8418834989393142	46
-7.250122310774344	0.43215503787015574	75
8.794542441629376	1.826549948955684	37
-3.9935196614103985	4.273193034307988	80
-3.0701643995562797	9.575826566895595	6
1.5528672441993212	0.3396661710172668	46
7.431441176011769	3.1439280513878622	34
-0.048295455468828186	-4.530285198676562	70
5.904776811676998	0.15096790547714162	40
9.544313996924982	1.9952107452996617	37
8.812992036566326	7.740538388882998	23
-3.4177438412975683	-1.0507978185008304	96
-2.8630830429980945	2.161480212301584	97
-9.689660756259276	5.116773083660525	93
10.016427787560561	1.0464226111775383	37
-8.77812749640686	-7.387594439105906	77
-5.408305563679513	4.911797408566957	89
5.361939390505672	6.866091557918952	11
-3.5190876038530883	7.131333415161741	98
-3.6296971793190957	-2.2982118664732996	72
4.462465388377589	1.8704617901450988	41
5.093151425070498	7.096845072485895	11
4.642920273965272	-6.843210779458014	39
-3.706080669237604	-5.033280492551188	61
1.2275464735720147	-7.176326668293021	81
2.023767525260438	3.809019703387409	5
-7.8140157892928475	10.645524588133986	7
6.042140887553251	-6.384443553400983	35
-1.2725424768092988	-6.344341963907538	78
-11.221005433901475	-4.038229053683825	83
3.225938004536988	1.2542483863790337	41
1.0830848158499982	-5.568501668495525	51
-0.721474069488801	7.9365208599990655	0
-5.4690147527305655	-1.0359601653592097	71
-0.8481725460057676	8.119961642894278	0
-7.194857390690912	-3.209605049220253	87
-0.36351062289611147	6.966473454852443	0
4.543709135764006	2.5936331929521064	20
4.1946003185799805	-9.788883144870795	49
-8.675326507058662	3.8497294269607947	66
-1.256808239420602	-6.779339495085152	78
-2.140042415403344	4.187111575157384	1
-0.05978849375492956	2.303029098662357	3
-6.561446354131617	-7.634525452281064	63
9.388115711502639	1.6197125908451397	37
-0.18108518064435852	3.9914950763226966	10
-4.04562268429302	-8.705563851876335	65
-2.1292615073472096	-4.760841601924963	84
-7.8101157533297645	-10.117763201991357	85
-9.639219867498205	-9.530600565299515	74
1.5261376964310323	-0.5575018361308379	46
-5.499777003363582	-6.902879431684374	58
-3.472742532103112	3.608861293812524	80
-9.888671702097364	7.622898299294186	76
8.60169229491696	3.5058725774583737	28
-0.23245283613108514	-2.234137784635132	64
1.3991328558910876	1.4868882663829155	17
-9.416214225263847	4.193520216449339	93
-10.844118301326422	2.7864401045547327	93
-1.1936379849922822	7.785406708685862	18
-4.19721364801121	8.60535794877694	94
-1.5206805311131757	2.2546691086052832	97
-3.7005898821509913	-5.40880578606421	61
-3.6363751477013633	-8.189279865144648	65
4.0359458508942785	-7.437478068689989	39
-7.1783752067589495	-4.451026375562362	87
-4.526464604874751	0.6884461370636191	92
5.64599538669453	-1.1473950889802378	27
9.175416877123295	-4.013670772077515	48
0.2640166709254963	5.731277627877484	10
6.544564899434944	-5.97702524746906	35
4.752769149296552	-8.561136457126192	39
4.387732217943612	-0.4709307885020364	27
7.01276166943628	4.947569446955004	22
0.6265051513410143	5.323319914208108	10
2.4793580367100136	-5.348361270669089	25
-5.658255816618898	3.164332364115583	69
5.0011574082014905	-9.90220109747318	86
3.645532595295498	-0.9322726528804877	27
5.89523363398039	-2.2314014680059473	30
5.659218122512378	7.2581325213983705	11
-8.533403088414461	3.79980533709358	66
-5.145910711082442	-7.717869218003378	58
4.7997505758207755	-5.853014460017469	35
-3.5013616669758796	3.2831997570158133	80
-2.3401911031831975	-8.135547839432176	59
-5.308534484446342	-6.138449454325618	58
-6.632799101104614	2.515158165680851	69
-5.637446937802359	2.3458836568102597	92
10.18792758286481	-1.7928356756656023	33
4.618152518223066	7.583410334578177	11
6.307430784014161	-0.5468441696052755	30
9.709904687054001	7.0326716204248765	29
3.1889035923747437	9.187893740088564	2
1.172307214460548	-3.358892444871077	45
-11.459642092045902	1.3374136357490618	88
-2.4671220719939377	-7.318774544793649	78
3.9068092292218703	-3.559405519245411	52
-6.726818550927592	-7.665421754084511	63
5.328146220988169	9.414902006509227	8
0.06750683258744195	3.8794697064704886	10
2.5811435885421523	-4.8461090418629595	36
9.92369409109645	3.2282286885349727	28
1.2295907392867456	-5.843157801325271	51
-8.251325184623424	-8.107317043494648	77
9.256609354508054	-2.19023695277046	33
0.4026980401281014	-7.952362532050006	55
7.167340189284211	3.4402304855029713	34
-2.974088988589569	0.1523753731922799	62
1.6498873594958365	2.904333152579574	5
2.22596908122106	-5.655816057415627	51
-1.387903738594685	4.324121509153633	1
7.380158471062408	3.078743884920789	34
5.160436264820853	7.992288860461339	8
2.033639093948798	2.348182237428528	17
-3.336160458151493	-8.325158577669718	65
-3.9270807245091177	0.3630764307613372	71
-6.792654000256455	-9.642557334768702	68
3.750900527027109	-5.628652791682156	25
-5.0351831213469636	10.563339849797835	9
4.788163974339208	6.803068288232951	11
-10.651759762588272	-3.6603425388667454	83
0.8963351240035582	-7.282357081317755	81
-0.01444211262395756	-4.914991216718585	70
-6.25440683168888	3.666199124971728	69
-5.679011887227677	-2.2950998553196484	95
-1.0820505750353968	2.9141194441880987	1
-0.508381580368524	-1.2948729657037197	64
1.8503003253740342	1.2874865822931527	17
-6.727831210502992	-5.339440307675956	87
-0.30103150345242247	7.806165612066675	0
10.061456903940254	3.52943402390628	28
-4.269332932578831	8.472296346581684	94
8.4769054962877	-8.369297583203608	50
-4.964335381749427	-9.079692972536499	68
-3.332973202877783	-2.731957170724101	72
-7.560506342139487	-7.1659451805017165	63
-7.713043741314313	2.2975579671216533	75
2.5934386785432055	-9.106655902982892	60
3.4651283176877143	-0.33990627696857034	26
1.9788257342824804	10.449935789123392	15
-6.444622046630667	1.8293885498519917	75
-6.196497043262601	3.394696250817169	69
-4.230720600181048	8.92048123019604	94
4.095801837508237	-1.9194835354268052	27
-1.9221320243205915	-8.195542886196375	59
-10.756764274797249	-0.9639474061288966	57
6.19157761698437	7.282108125081251	11
5.76540347240673	5.532177726278547	11
2.426263422725308	1.8427414256233683	17
-1.3250021211777787	-6.394031585774056	78
